contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L36044,36044,LCD,59,07/06/2023,Retired,08/17/2025,MolDX: Genetic Testing for BCR-ABL Negative Myeloproliferative Disease,08/17/2025,20250817010002,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36044&ver=59
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36117,36117,LCD,36,05/15/2025,Retired,08/17/2025,MolDX: Genetic Testing for BCR-ABL Negative Myeloproliferative Disease,08/17/2025,20250817010002,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36117&ver=36
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36180,36180,LCD,37,07/06/2023,Retired,08/17/2025,MolDX: Genetic Testing for BCR-ABL Negative Myeloproliferative Disease,08/17/2025,20250817010002,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36180&ver=37
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36186,36186,LCD,37,07/16/2023,Retired,08/17/2025,MolDX: Genetic Testing for BCR-ABL Negative Myeloproliferative Disease,08/17/2025,20250817010001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36186&ver=37
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L35442,35442,LCD,26,08/21/2025,,N/A,MolDX: NRAS Genetic Testing,08/15/2025,20250815123732,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35442&ver=26
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38067,38067,LCD,13,08/21/2025,,N/A,MolDX: Next-Generation Sequencing for Solid Tumors,08/15/2025,20250815122507,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38067&ver=13
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36021,36021,LCD,49,08/21/2025,,N/A,MolDX: Molecular Diagnostic Tests (MDT),08/15/2025,20250815115822,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36021&ver=49
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37088,37088,LCD,22,08/20/2023,Retired,08/14/2025,Transcranial Magnetic Stimulation (TMS),08/14/2025,20250814010002,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37088&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36707,36707,LCD,40,04/17/2025,Retired,08/14/2025,Urine Drug Testing,08/14/2025,20250814010001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36707&ver=40
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34051,34051,LCD,43,12/01/2019,Retired,08/14/2025,Vitamin D Assay Testing,08/14/2025,20250814010001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34051&ver=43
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37086,37086,LCD,27,08/14/2025,,N/A,Transcranial Magnetic Stimulation (TMS),08/06/2025,20250806133001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37086&ver=27
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36668,36668,LCD,45,08/14/2025,,N/A,Urine Drug Testing,08/06/2025,20250806133001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36668&ver=45
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36692,36692,LCD,27,08/14/2025,,N/A,Vitamin D Assay Testing,08/06/2025,20250806133001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36692&ver=27
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39481,39481,LCD,8,07/31/2025,,N/A,MolDX: Molecular Biomarker Testing to Guide Targeted Therapy Selection in Rheumatoid Arthritis,08/01/2025,20250801075942,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39481&ver=8
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38694,38694,LCD,12,08/07/2025,,N/A,Computed Tomography Cerebral Perfusion Analysis (CTP),07/31/2025,20250731120740,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38694&ver=12
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34046,34046,LCD,29,08/07/2025,,N/A,Speech-Language Pathology,07/29/2025,20250729105020,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34046&ver=29
"Palmetto GBA
(HHH MAC)",L34562,34562,LCD,45,08/07/2025,,N/A,Home Health Skilled Nursing Care-Teaching and Training: Alzheimer's Disease and Behavioral Disturbances,07/28/2025,20250728101206,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34562&ver=45
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36797,36797,LCD,22,07/31/2025,,N/A,MolDX: NRAS Genetic Testing,07/21/2025,20250721150623,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36797&ver=22
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36400,36400,LCD,20,07/31/2025,,N/A,"MolDX: Genetic Testing for Hypercoagulability/Thrombophilia (Factor V Leiden, Factor II Prothrombin, and MTHFR)",07/21/2025,20250721132220,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36400&ver=20
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L39071,39071,LCD,16,12/12/2021,,N/A,Platelet Rich Plasma,07/03/2025,20250703114057,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39071&ver=16
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L39068,39068,LCD,21,12/12/2021,,N/A,Platelet Rich Plasma,07/03/2025,20250703114018,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39068&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38671,38671,LCD,6,07/10/2025,,N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/03/2025,20250703091125,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38671&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38629,38629,LCD,5,07/10/2025,,N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,07/03/2025,20250703091046,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38629&ver=5
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34576,34576,LCD,72,07/10/2025,,N/A,Laparoscopic Sleeve Gastrectomy for Severe Obesity,07/03/2025,20250703090635,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34576&ver=72
"Palmetto GBA
(MAC - Part A)",L34551,34551,LCD,36,07/10/2025,,N/A,One Day Stays for Chest Pain,07/03/2025,20250703090606,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34551&ver=36
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38568,38568,LCD,10,07/10/2025,,N/A,MolDX: Molecular Testing for Solid Organ Allograft Rejection,06/30/2025,20250630121713,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38568&ver=10
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L40022,40022,LCD,3,08/17/2025,,N/A,MolDX: Non-Next Generation Sequencing Tests for the Diagnosis of BCR-ABL Negative Myeloproliferative Neoplasms,06/27/2025,20250627155037,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40022&ver=3
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39919,39919,LCD,5,08/17/2025,,N/A,MolDX: Non-Next Generation Sequencing Tests for the Diagnosis of BCR-ABL Negative Myeloproliferative Neoplasms,06/27/2025,20250627113208,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39919&ver=5
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39989,39989,LCD,4,08/17/2025,,N/A,MolDX: Genetic Testing for Heritable Thoracic Aortic Disease,06/25/2025,20250625155016,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39989&ver=4
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39987,39987,LCD,4,08/17/2025,,N/A,MolDX: Molecular Testing for Identification and Management of Hereditary Transthyretin Amyloidosis,06/25/2025,20250625152452,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39987&ver=4
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39933,39933,LCD,5,08/17/2025,,N/A,MolDX: Genetic Testing for Heritable Thoracic Aortic Disease,06/25/2025,20250625104755,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39933&ver=5
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39935,39935,LCD,8,08/17/2025,,N/A,MolDX: Molecular Testing for Identification and Management of Hereditary Transthyretin Amyloidosis,06/25/2025,20250625104728,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39935&ver=8
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38985,38985,LCD,17,07/03/2025,,N/A,MolDX: Molecular Biomarkers to Risk-Stratify Patients at Increased Risk for Prostate Cancer,06/25/2025,20250625104705,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38985&ver=17
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38988,38988,LCD,18,07/03/2025,,N/A,MolDX: Molecular Syndromic Panels for Infectious Disease Pathogen Identification Testing,06/25/2025,20250625104636,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38988&ver=18
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38566,38566,LCD,11,07/03/2025,,N/A,MolDX: Phenotypic Biomarker Detection in Circulating Tumor Cells,06/24/2025,20250624122027,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38566&ver=11
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38292,38292,LCD,17,07/03/2025,,N/A,MolDX: Prostate Cancer Genomic Classifier Assay for Men with Localized Disease,06/23/2025,20250623123653,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38292&ver=17
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38238,38238,LCD,13,07/03/2025,,N/A,MolDX: Predictive Classifiers for Early Stage Non-Small Cell Lung Cancer,06/23/2025,20250623123620,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38238&ver=13
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37794,37794,LCD,23,07/03/2025,,N/A,MolDX: Breast Cancer Index® (BCI) Gene Expression Test,06/23/2025,20250623123545,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37794&ver=23
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38016,38016,LCD,21,06/26/2025,,N/A,MolDX: Melanoma Risk Stratification Molecular Testing,06/20/2025,20250620181101,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38016&ver=21
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37725,37725,LCD,44,06/26/2025,,N/A,MolDX: Melanoma Risk Stratification Molecular Testing,06/20/2025,20250620103221,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37725&ver=44
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L33423,33423,LCD,58,06/26/2025,,N/A,Cardiac Computed Tomography & Angiography (CCTA),06/20/2025,20250620094345,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33423&ver=58
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34760,34760,LCD,27,06/26/2025,,N/A,Scanning Computerized Ophthalmic Diagnostic Imaging (SCODI),06/17/2025,20250617125250,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34760&ver=27
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36839,36839,LCD,23,06/26/2025,,N/A,Polysomnography and Other Sleep Studies,06/17/2025,20250617095813,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36839&ver=23
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39042,39042,LCD,7,07/03/2025,,N/A,MolDX: Molecular Biomarkers to Risk-Stratify Patients at Increased Risk for Prostate Cancer,06/17/2025,20250617094236,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39042&ver=7
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34526,34526,LCD,24,06/26/2025,,N/A,Surgical Treatment of Obstructive Sleep Apnea (OSA),06/16/2025,20250616155340,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34526&ver=24
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38680,38680,LCD,7,07/10/2025,,N/A,MolDx: Molecular Testing for Solid Organ Allograft Rejection,06/16/2025,20250616151938,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38680&ver=7
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38443,38443,LCD,11,07/03/2025,,N/A,MolDX: Predictive Classifiers for Early Stage Non-Small Cell Lung Cancer,06/16/2025,20250616145211,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38443&ver=11
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38018,38018,LCD,18,06/26/2025,,N/A,MolDX: Melanoma Risk Stratification Molecular Testing,06/16/2025,20250616144335,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38018&ver=18
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38433,38433,LCD,9,07/03/2025,,N/A,MolDX: Prostate Cancer Genomic Classifier Assay for Men with Localized Disease,06/16/2025,20250616142830,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38433&ver=9
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39797,39797,LCD,13,04/17/2025,,N/A,Minimally Invasive Arthrodesis of the Sacroiliac Joint (SIJ),06/12/2025,20250612122110,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39797&ver=13
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38278,38278,LCD,35,08/03/2025,,N/A,Non-Invasive Fractional Flow Reserve (FFR) for Ischemic Heart Disease,06/11/2025,20250611095358,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38278&ver=35
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37903,37903,LCD,18,06/19/2025,,N/A,"MolDX: Inivata™, InVisionFirst®, Liquid Biopsy for Patients with Lung Cancer",06/11/2025,20250611080230,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37903&ver=18
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L35984,35984,LCD,22,06/19/2025,,N/A,"MolDX: Genetic Testing for Hypercoagulability / Thrombophilia (Factor V Leiden, Factor II Prothrombin, and MTHFR)",06/11/2025,20250611075932,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35984&ver=22
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34434,34434,LCD,68,06/05/2025,,N/A,Upper Gastrointestinal Endoscopy and Visualization,05/29/2025,20250529090654,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34434&ver=68
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34633,34633,LCD,54,05/29/2025,,N/A,Erythropoiesis Stimulating Agents (ESAs),05/20/2025,20250520154815,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34633&ver=54
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34594,34594,LCD,42,05/29/2025,,N/A,Nerve Conduction Studies and Electromyography,05/20/2025,20250520133000,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34594&ver=42
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34615,34615,LCD,42,05/29/2025,,N/A,Visual Fields,05/20/2025,20250520123752,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34615&ver=42
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36807,36807,LCD,45,05/29/2025,,N/A,MolDX: Molecular Diagnostic Tests (MDT),05/20/2025,20250520114707,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36807&ver=45
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L38837,38837,LCD,7,05/29/2025,,N/A,Colon Capsule Endoscopy (CCE),05/20/2025,20250520113043,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38837&ver=7
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38111,38111,LCD,10,05/22/2025,,N/A,MolDX: Pigmented Lesion Assay,05/13/2025,20250513151013,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38111&ver=10
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37130,37130,LCD,21,05/22/2025,,N/A,MolDX: DecisionDx-UM (Uveal Melanoma),05/13/2025,20250513114725,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37130&ver=21
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39802,39802,LCD,8,05/15/2025,,N/A,Minimally Invasive Arthrodesis of the Sacroiliac Joint (SIJ),05/09/2025,20250509105941,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39802&ver=8
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L34393,34393,LCD,24,05/01/2025,,N/A,Ocular Photography - External,04/25/2025,20250425163553,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34393&ver=24
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L39367,39367,LCD,41,04/24/2025,,N/A,Genetic Testing in Oncology: Specific Tests,04/25/2025,20250425075725,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39367&ver=41
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L39365,39365,LCD,149,04/24/2025,,N/A,Genetic Testing in Oncology: Specific Tests,04/25/2025,20250425075606,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39365&ver=149
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37663,37663,LCD,20,05/01/2025,,N/A,MolDX: EndoPredict® Breast Cancer Gene Expression Test,04/22/2025,20250422130653,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37663&ver=20
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L36811,36811,LCD,16,05/01/2025,,N/A,MolDX: Breast Cancer Assay: Prosigna®,04/22/2025,20250422124615,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36811&ver=16
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39479,39479,LCD,5,05/01/2025,,N/A,MolDX: Molecular Assays for the Diagnosis of Cutaneous Melanoma,04/22/2025,20250422121828,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39479&ver=5
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L39529,39529,LCD,5,05/01/2025,,N/A,Intraarticular Knee Injections of Hyaluronan,04/22/2025,20250422114642,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39529&ver=5
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35396,35396,LCD,220,04/24/2025,,N/A,Biomarkers for Oncology,04/17/2025,20250417152925,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35396&ver=220
"Palmetto GBA
(HHH MAC)",L35132,35132,LCD,54,04/17/2025,,N/A,Home Health Plans of Care: Monitoring Glucose Control in the Medicare Home Health Population with Type II Diabetes Mellitus,04/09/2025,20250409111957,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35132&ver=54
"Palmetto GBA
(MAC - Part A)",L34570,34570,LCD,52,04/17/2025,,N/A,Psychiatric Inpatient Hospitalization,04/09/2025,20250409111910,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34570&ver=52
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33317,33317,LCD,34,04/01/2025,,N/A,External Breast Prostheses,03/27/2025,20250327085040,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33317&ver=34
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37228,37228,LCD,24,03/27/2025,,N/A,Wound Care,03/18/2025,20250318081344,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37228&ver=24
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38726,38726,LCD,17,04/06/2025,,N/A,Transurethral Waterjet Ablation of the Prostate,03/14/2025,20250314094957,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38726&ver=17
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L38712,38712,LCD,18,04/06/2025,,N/A,Transurethral Waterjet Ablation of the Prostate,03/14/2025,20250314094909,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38712&ver=18
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L37561,37561,LCD,20,11/28/2019,,N/A,Cystatin C Measurement,03/14/2025,20250314094739,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37561&ver=20
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L36715,36715,LCD,58,12/10/2020,,N/A,BRCA1 and BRCA2 Genetic Testing,03/14/2025,20250314094640,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36715&ver=58
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L36499,36499,LCD,28,12/10/2020,,N/A,BRCA1 and BRCA2 Genetic Testing,03/14/2025,20250314094514,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36499&ver=28
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L38396,38396,LCD,25,04/25/2021,,N/A,Cardiology Non-emergent Outpatient Stress Testing,03/14/2025,20250314073405,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38396&ver=25
"Novitas Solutions, Inc.
(MAC - Part A, MAC - Part B)",L35083,35083,LCD,108,04/25/2021,,N/A,Cardiology Non-emergent Outpatient Stress Testing,03/14/2025,20250314073332,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35083&ver=108
"First Coast Service Options, Inc.
(MAC - Part A, MAC - Part B)",L33833,33833,LCD,26,01/30/2022,,N/A,Surgical Treatment of Nails,03/14/2025,20250314073241,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33833&ver=26
